time_id,drive_torque,steer_angle
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0.248,0
123,0.25,0
124,0.45,0
125,0.5,0
126,0.75,0
127,1,0
128,1,0
129,1,0
130,1,0
131,1,0
132,1,0
133,1,0
134,1,0
135,1,0
136,1,0
137,1,0
138,1,0
139,1,0
140,1,0
141,1,0
142,1,0
143,1,0
144,1,0
145,1,0
146,1,0
147,1,0
148,1,0
149,1,0
150,1,0
151,1,0
152,1,0
153,1,0
154,1,0
155,1,0.1
156,0,0.2
157,0,0.3
158,0,0.4
159,0,0.5
160,0.25,0.524
161,0.498,0.524
162,0.698,0.524
163,0.938,0.524
164,0.998,0.524
165,1,0.524
166,0.04,0.524
167,0,0.524
168,0,0.524
169,0.25,0.524
170,0.5,0.524
171,0.748,0.524
172,0.99,0.524
173,1,0.524
174,0.2,0.524
175,0,0.524
176,0,0.524
177,0,0.524
178,0.2,0.524
179,0.49,0.524
180,0.7,0.524
181,0.03,0.524
182,0.248,0.524
183,0.45,0.524
184,0.5,0.524
185,0.75,0.524
186,0.03,0.524
187,0,0.524
188,0.24,0.524
189,0.5,0.524
190,0.5,0.524
191,0,0.524
192,0.25,0.524
193,0.5,0.524
194,0.75,0.524
195,0,0.524
196,0,0.524
197,0.25,0.524
198,0.5,0.524
199,0,0.524
200,0,0.524
201,0.25,0.524
202,0.25,0.524
203,0.5,0.524
204,0.75,0.524
205,0,0.524
206,0.25,0.524
207,0.5,0.524
208,0.75,0.524
209,0.001,0.524
210,0,0.524
211,0.24,0.524
212,0.45,0.524
213,0.5,0.524
214,0,0.524
215,0,0.524
216,0.25,0.524
217,0.5,0.524
218,0.75,0.524
219,0.75,0.524
220,0,0.524
221,0,0.524
222,0.2,0
223,0.25,0
224,0.5,0
225,0.75,0
226,1,0
227,1,0
228,1,0
229,1,0
230,1,0
231,1,0
232,1,0
233,1,0
234,1,0
235,1,0
236,1,0
237,1,0
238,1,0
239,1,0
240,1,0
241,1,0
242,1,0
243,1,0
244,1,0
245,1,0
246,1,0
247,1,0
248,1,0
249,1,0
250,1,0
251,1,0
252,1,0
253,1,0
254,1,0
255,1,0
256,1,0
257,1,0
258,1,0
259,1,0
260,1,0
261,1,0
262,1,0
263,1,0
264,1,0
265,1,0
266,1,0
267,1,0
268,1,0
269,1,0
270,1,0
271,1,0
272,1,0
273,1,0
274,1,0
275,1,0
276,1,0
277,1,0
278,1,0
279,0.04,0.096
280,0,0.1
281,0,0.2
282,0,0.3
283,0,0.3
284,0.25,0.4
285,0.5,0.5
286,0,0.524
287,0,0.524
288,0.25,0.524
289,0.5,0.524
290,0,0.524
291,0,0.524
292,0.248,0.524
293,0.49,0.524
294,0.1,0.524
295,0,0.524
296,0.2,0.524
297,0.49,0.524
298,0.1,0.524
299,0,0.524
300,0.2,0.524
301,0.49,0.524
302,0.103,0.524
303,0.004,0.524
304,0.16,0.524
305,0.2,0.524
306,0.49,0.524
307,0.5,0.524
308,0,0.524
309,0,0.524
310,0.25,0.524
311,0.25,0.524
312,0.5,0.524
313,0,0.524
314,0,0.524
315,0.25,0.524
316,0.5,0.524
317,0.75,0.524
318,0.75,0.524
319,0,0.524
320,0.25,0.524
321,0.5,0.524
322,0.75,0.524
323,0,0.524
324,0.248,0.524
325,0.49,0.524
326,0.5,0.524
327,0.5,0.524
328,0,0.524
329,0,0.524
330,0.25,0.524
331,0.5,0.524
332,0,0.524
333,0.25,0.524
334,0.5,0.524
335,0,0.524
336,0,0.524
337,0.49,0.524
338,0.5,0.524
339,0,0.524
340,0,0.524
341,0.01,0.524
342,0,0.524
343,0,0.524
344,0,0.524
345,0,0.524
346,0.25,0.524
347,0.5,0.524
348,0,0.524
349,0,0
350,0,0
351,0.25,0
352,0.25,0
353,0,0
354,0,0
355,0.25,0
356,0.5,0
357,0,0
358,0,0
359,0,0
360,0.25,0
361,0,0
362,0,0
363,0,0.1
364,0,0.2
365,0,0.2
366,0.25,0.3
367,0.5,0.4
368,0,0.5
369,0,0.524
370,0,0.524
371,0.25,0.524
372,0.5,0.524
373,0.001,0.524
374,0,0.524
375,0,0.524
376,0,0.524
377,0.25,0.524
378,0.1,0.524
379,0,0.524
380,0,0.524
381,0,0.524
382,0.25,0.524
383,0.25,0.524
384,0.5,0.524
385,0.75,0.524
386,0.006,0.524
387,0,0.524
388,0,0.524
389,0,0.524
390,0,0.524
391,0,0.524
392,0,0.524
393,0,0
394,0.45,0
395,0.5,0
396,0.95,0
397,1,0
398,1,0
399,1,0
400,1,-0.08
401,1,-0.1
402,1,-0.179
403,1,-0.199
404,1,-0.042
405,1,-0.002
406,1,0
407,1,0
408,1,0
409,1,0
410,1,0
411,1,0
412,1,0
413,1,0
414,1,0
415,1,0
416,1,0
417,1,0
418,1,0
419,1,0
420,1,0
421,1,0
422,1,0
423,1,0
424,1,0
425,1,0
426,1,0
427,1,0
428,1,0
429,1,0
430,1,0
431,1,0
432,1,0
433,1,0
434,1,0
435,1,0
436,1,0
437,1,0
438,1,0
439,1,0
440,1,0
441,1,0
442,1,0
443,1,0
444,1,0
445,1,0
446,1,0
447,1,0
448,1,0
449,1,0.1
450,0,0.2
451,0,0.3
452,0,0.4
453,0,0.4
454,0.24,0.523
455,0.25,0.524
456,0.7,0.524
457,0.75,0.524
458,0.03,0.524
459,0,0.524
460,0,0.524
461,0.25,0.524
462,0.49,0.524
463,0.5,0.524
464,0.99,0.524
